trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
d39a98ae-9040-4367-be35-056b41e480f1,15:33:00,15:33:00,9023 2,1,七蔵司,0,1,,
d39a98ae-9040-4367-be35-056b41e480f1,15:34:00,15:34:00,9022 2,2,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:37:00,15:37:00,9021 2,3,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:38:00,15:38:00,9020 2,4,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:39:00,15:39:00,9019 2,5,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:40:00,15:40:00,9018 2,6,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:41:00,15:41:00,9017 2,7,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:42:00,15:42:00,9016 2,8,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:43:00,15:43:00,9015 2,9,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:45:00,15:45:00,9014 2,10,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:46:00,15:46:00,9013 2,11,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:47:00,15:47:00,9012 2,12,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:48:00,15:48:00,9009 2,13,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:49:00,15:49:00,9008 2,14,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:50:00,15:50:00,9007 2,15,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:51:00,15:51:00,9005 2,16,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:52:00,15:52:00,9004 2,17,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:53:00,15:53:00,9003 2,18,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:54:00,15:54:00,2319 2,19,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:55:00,15:55:00,9002 2,20,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:56:00,15:56:00,9001 2,21,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,15:58:00,15:58:00,2316 2,22,七蔵司,1,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:00:00,16:00:00,2341 1,23,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:01:00,16:01:00,2342 1,24,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:02:00,16:02:00,2343 1,25,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:03:00,16:03:00,9130 1,26,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:04:00,16:04:00,9131 1,27,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:06:00,16:06:00,9132 1,28,七蔵司,0,0,,
d39a98ae-9040-4367-be35-056b41e480f1,16:07:00,16:07:00,9133 9,29,七蔵司,1,0,,
