fare_id,price,currency_type,payment_method,transfers,transfer_duration,agency_id
4320201000060_140_00,140,JPY,0,0,,4320201000060
4320201000060_150_00,150,JPY,0,0,,4320201000060
4320201000060_160_00,160,JPY,0,0,,4320201000060
4320201000060_170_00,170,JPY,0,0,,4320201000060
4320201000060_180_00,180,JPY,0,0,,4320201000060
4320201000060_190_00,190,JPY,0,0,,4320201000060
4320201000060_200_00,200,JPY,0,0,,4320201000060
4320201000060_210_00,210,JPY,0,0,,4320201000060
4320201000060_230_00,230,JPY,0,0,,4320201000060
4320201000060_240_00,240,JPY,0,0,,4320201000060
4320201000060_250_00,250,JPY,0,0,,4320201000060
4320201000060_260_00,260,JPY,0,0,,4320201000060
4320201000060_270_00,270,JPY,0,0,,4320201000060
4320201000060_280_00,280,JPY,0,0,,4320201000060
4320201000060_290_00,290,JPY,0,0,,4320201000060
4320201000060_300_00,300,JPY,0,0,,4320201000060
4320201000060_310_00,310,JPY,0,0,,4320201000060
4320201000060_320_00,320,JPY,0,0,,4320201000060
4320201000060_340_00,340,JPY,0,0,,4320201000060
4320201000060_360_00,360,JPY,0,0,,4320201000060
4320201000060_370_00,370,JPY,0,0,,4320201000060
4320201000060_380_00,380,JPY,0,0,,4320201000060
4320201000060_390_00,390,JPY,0,0,,4320201000060
4320201000060_400_00,400,JPY,0,0,,4320201000060
4320201000060_410_00,410,JPY,0,0,,4320201000060
4320201000060_420_00,420,JPY,0,0,,4320201000060
4320201000060_430_00,430,JPY,0,0,,4320201000060
4320201000060_440_00,440,JPY,0,0,,4320201000060
4320201000060_450_00,450,JPY,0,0,,4320201000060
4320201000060_460_00,460,JPY,0,0,,4320201000060
4320201000060_470_00,470,JPY,0,0,,4320201000060
4320201000060_480_00,480,JPY,0,0,,4320201000060
4320201000060_490_00,490,JPY,0,0,,4320201000060
4320201000060_500_00,500,JPY,0,0,,4320201000060
4320201000060_510_00,510,JPY,0,0,,4320201000060
4320201000060_520_00,520,JPY,0,0,,4320201000060
4320201000060_530_00,530,JPY,0,0,,4320201000060
4320201000060_550_00,550,JPY,0,0,,4320201000060
4320201000060_560_00,560,JPY,0,0,,4320201000060
4320201000060_570_00,570,JPY,0,0,,4320201000060
4320201000060_580_00,580,JPY,0,0,,4320201000060
4320201000060_590_00,590,JPY,0,0,,4320201000060
4320201000060_600_00,600,JPY,0,0,,4320201000060
4320201000060_610_00,610,JPY,0,0,,4320201000060
4320201000060_620_00,620,JPY,0,0,,4320201000060
4320201000060_630_00,630,JPY,0,0,,4320201000060
4320201000060_640_00,640,JPY,0,0,,4320201000060
4320201000060_650_00,650,JPY,0,0,,4320201000060
4320201000060_660_00,660,JPY,0,0,,4320201000060
4320201000060_680_00,680,JPY,0,0,,4320201000060
4320201000060_690_00,690,JPY,0,0,,4320201000060
4320201000060_700_00,700,JPY,0,0,,4320201000060
4320201000060_710_00,710,JPY,0,0,,4320201000060
4320201000060_720_00,720,JPY,0,0,,4320201000060
4320201000060_730_00,730,JPY,0,0,,4320201000060
4320201000060_740_00,740,JPY,0,0,,4320201000060
4320201000060_750_00,750,JPY,0,0,,4320201000060
4320201000060_770_00,770,JPY,0,0,,4320201000060
4320201000060_780_00,780,JPY,0,0,,4320201000060
4320201000060_790_00,790,JPY,0,0,,4320201000060
4320201000060_800_00,800,JPY,0,0,,4320201000060
4320201000060_820_00,820,JPY,0,0,,4320201000060
4320201000060_840_00,840,JPY,0,0,,4320201000060
4320201000060_850_00,850,JPY,0,0,,4320201000060
4320201000060_860_00,860,JPY,0,0,,4320201000060
