service_id,date,exception_type
49c83789-9264-4e40-abb7-00f8b0790ee1,20250401,1
1c663200-6d0e-4f04-b109-15fca2e61766,20250401,1
c6beb229-cde3-4673-8d04-3582af34bf2b,20250401,1
c29b43f1-f0a2-4832-bc57-5f21d38f95be,20250401,1
a6696854-47b2-41ef-a951-b94e12084785,20250401,1
3ba4167e-ba5c-4bcf-a2c4-dbdfff9f54f0,20250401,1
673a461b-ba9d-43d7-a8ba-e10ad3cc2de8,20250401,1
44105285-95f1-4984-b90d-fef66eb6bbd4,20250401,1
49c83789-9264-4e40-abb7-00f8b0790ee1,20250402,1
1c663200-6d0e-4f04-b109-15fca2e61766,20250402,1
c6beb229-cde3-4673-8d04-3582af34bf2b,20250402,1
c29b43f1-f0a2-4832-bc57-5f21d38f95be,20250402,1
a6696854-47b2-41ef-a951-b94e12084785,20250402,1
3ba4167e-ba5c-4bcf-a2c4-dbdfff9f54f0,20250402,1
673a461b-ba9d-43d7-a8ba-e10ad3cc2de8,20250402,1
44105285-95f1-4984-b90d-fef66eb6bbd4,20250402,1
34e9d942-c640-437c-bc35-24a45c79fc12,20250403,1
cb95eb19-17f3-46bc-87e5-452bc10d4339,20250403,1
5f34d8c2-b56b-4046-a86a-a7d4374ea352,20250403,1
1926ad3c-eb4c-49a1-8a2c-b98d358bb3ee,20250403,1
5b5b94de-3c97-4bf2-83de-dc1adecc8395,20250403,1
1a682828-874d-4a2e-a8b9-f928ee73da79,20250403,1
49c83789-9264-4e40-abb7-00f8b0790ee1,20250404,1
1c663200-6d0e-4f04-b109-15fca2e61766,20250404,1
c6beb229-cde3-4673-8d04-3582af34bf2b,20250404,1
c29b43f1-f0a2-4832-bc57-5f21d38f95be,20250404,1
a6696854-47b2-41ef-a951-b94e12084785,20250404,1
3ba4167e-ba5c-4bcf-a2c4-dbdfff9f54f0,20250404,1
673a461b-ba9d-43d7-a8ba-e10ad3cc2de8,20250404,1
44105285-95f1-4984-b90d-fef66eb6bbd4,20250404,1
49c83789-9264-4e40-abb7-00f8b0790ee1,20250407,1
1c663200-6d0e-4f04-b109-15fca2e61766,20250407,1
c6beb229-cde3-4673-8d04-3582af34bf2b,20250407,1
c29b43f1-f0a2-4832-bc57-5f21d38f95be,20250407,1
a6696854-47b2-41ef-a951-b94e12084785,20250407,1
3ba4167e-ba5c-4bcf-a2c4-dbdfff9f54f0,20250407,1
673a461b-ba9d-43d7-a8ba-e10ad3cc2de8,20250407,1
44105285-95f1-4984-b90d-fef66eb6bbd4,20250407,1
34e9d942-c640-437c-bc35-24a45c79fc12,20250408,1
cb95eb19-17f3-46bc-87e5-452bc10d4339,20250408,1
5f34d8c2-b56b-4046-a86a-a7d4374ea352,20250408,1
1926ad3c-eb4c-49a1-8a2c-b98d358bb3ee,20250408,1
5b5b94de-3c97-4bf2-83de-dc1adecc8395,20250408,1
1a682828-874d-4a2e-a8b9-f928ee73da79,20250408,1
49c83789-9264-4e40-abb7-00f8b0790ee1,20250409,1
1c663200-6d0e-4f04-b109-15fca2e61766,20250409,1
c29b43f1-f0a2-4832-bc57-5f21d38f95be,20250409,1
a6696854-47b2-41ef-a951-b94e12084785,20250409,1
