trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:45:00,14:45:00,8463 2,1,向之原駅,0,1,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:46:00,14:46:00,8464 9,2,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:47:00,14:47:00,8466 2,3,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:47:00,14:47:00,8551 9,4,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:48:00,14:48:00,8587 9,5,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:49:00,14:49:00,8552 9,6,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:49:00,14:49:00,8553 9,7,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:50:00,14:50:00,8554 9,8,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:50:00,14:50:00,8588 9,9,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:52:00,14:52:00,8555 9,10,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:55:00,14:55:00,8556 9,11,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:56:00,14:56:00,8557 9,12,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:57:00,14:57:00,8558 9,13,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:58:00,14:58:00,8559 9,14,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,14:59:00,14:59:00,8560 9,15,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:01:00,15:01:00,8561 9,16,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:01:00,15:01:00,8562 9,17,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:02:00,15:02:00,8563 9,18,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:03:00,15:03:00,8564 9,19,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:04:00,15:04:00,8565 9,20,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:05:00,15:05:00,8566 9,21,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:05:00,15:05:00,8567 9,22,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:06:00,15:06:00,8568 9,23,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:07:00,15:07:00,8569 9,24,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:09:00,15:09:00,8570 9,25,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:10:00,15:10:00,8571 9,26,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:11:00,15:11:00,8572 9,27,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:12:00,15:12:00,8573 9,28,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:13:00,15:13:00,8574 9,29,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:16:00,15:16:00,8575 9,30,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:17:00,15:17:00,8576 9,31,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:23:00,15:23:00,8579 9,32,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:25:00,15:25:00,8580 9,33,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:26:00,15:26:00,8581 9,34,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:27:00,15:27:00,8582 9,35,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:28:00,15:28:00,8583 9,36,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:30:00,15:30:00,8584 9,37,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:30:00,15:30:00,8591 9,38,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:32:00,15:32:00,8585 9,39,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:32:00,15:32:00,9068 9,40,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:33:00,15:33:00,8586 9,41,向之原駅,0,0,,
7d00378a-9cf6-4d76-b3e4-00a57853b50f,15:34:00,15:34:00,9019 2,42,向之原駅,0,0,,
